Título,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Área Total (m2),Vagas,Taxa Condomínio,IPTU,Data Coleta,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
Apartamento com piscina e churrasqueira em Casa Amarela,640000,Residencial,Estrada das Ubáias,Casa Amarela,52070013,-8.0296948,-34.9176028,Imobiliária,3,2,105,174,2,,,2017-04-10 16:30:43.523223,,,,,,,
Apartamento com piscina e salão de festas em Madalena,1050000,Residencial,Rua Monsenhor Silva,Madalena,50610360,-8.051032,-34.9113949,Imobiliária,4,4,153,153,3,,,2017-04-10 16:30:43.572777,,,,,,,
Apartamento com playground e salão de festas em Encruzilhada,690000,Residencial,Rua Rodolfo de Holanda,Encruzilhada,52041260,-8.0325956,-34.8945511,Imobiliária,4,2,134,134,2,,,2017-04-10 16:30:43.710583,,,,,,,
Apartamento com salão de festas em Parnamirim,225000,Residencial,Rua Guedes Pereira,Parnamirim,52060150,-8.0290755,-34.9094287,Imobiliária,1,0,34,,1,,68,2017-04-10 16:30:43.884439,,,,,,,
Apartamento com playground e salão de festas em Iputinga,240000,Residencial,Rua Leal de Barros,Iputinga,50680130,-8.0330704,-34.931096,Imobiliária,2,1,58,58,1,,,2017-04-10 16:30:43.975867,,,,,,,
Apartamento  em Boa Viagem,770000,Residencial,Rua Setúbal,Boa Viagem,51030010,-8.137501,-34.9029171,Imobiliária,4,1,220,220,2,,,2017-04-10 16:30:44.291082,,,,,,,
Apartamento com copa e playground em Espinheiro,500000,Residencial,,Espinheiro,,,,Imobiliária,3,0,132,132,1,,,2017-04-10 16:30:44.314431,,,,,,,
Apartamento com estacionamento visitantes e playground em Torre,250000,Residencial,Rua José Bonifácio,Torre,50710001,-8.0397849,-34.9091549,Imobiliária,2,0,55,55,1,,,2017-04-10 16:30:44.458876,,,,,,,
Apartamento com playground e quadra poliesportiva em Torre,300000,Residencial,,Torre,52710090,,,Imobiliária,3,1,80,,1,,,2017-04-10 16:30:44.522293,,,,,,,
Apartamento com esquina e salão de festas em Casa Amarela,650000,Residencial,"Estrada Ubaias,Das",Casa Amarela,52061080,-8.0299529,-34.9186896,Imobiliária,3,1,118,,2,,,2017-04-10 16:31:05.530477,,,,,,,
Apartamento com piscina e churrasqueira em Torre,1350000,Residencial,Rua Real da Torre,Torre,50710100,-20.2134347,-40.2386103,Imobiliária,4,4,203,,3,,,2017-04-10 16:30:45.003316,,,,,,,
Apartamento com piscina e sauna em Boa Vista,280000,Residencial,Avenida João de Barros,Boa Vista,50100020,-8.0531993,-34.8899844,Imobiliária,1,0,34,,1,,,2017-04-10 16:30:45.064938,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,600000,Residencial,,Rosarinho,52041000,,,Imobiliária,3,1,84,,2,,,2017-04-10 16:30:45.092824,,,,,,,
Apartamento com piscina e sauna em Gracas,1150000,Residencial,,Gracas,,-14.235004,-51.92528,Imobiliária,4,2,150,,3,,,2017-04-10 16:30:45.207307,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,890000,Residencial,Rua Padre Carapuceiro,Boa Viagem,51020280,-8.1165464,-34.9030419,Imobiliária,3,3,144,144,2,,,2017-04-10 16:30:45.284152,,,,,,,
Apartamento com estacionamento visitantes em Encruzilhada,480000,Residencial,,Encruzilhada,,,,Imobiliária,4,1,184,184,2,,,2017-04-10 16:30:45.610044,,,,,,,
Apartamento com piscina e salão de festas em Torreao,375682,Residencial,,Torreao,,,,Imobiliária,1,1,63,63,1,,,2017-04-10 16:30:45.844672,,,,,,,
Apartamento com esquina e salão de festas em Boa Viagem,950000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,163,163,2,,,2017-04-10 16:30:45.865117,,,,,,,
Apartamento com sauna e playground em Sto Amaro,1100000,Residencial,Rua da Aurora,Sto Amaro,50040090,-8.0512819,-34.8747618,Imobiliária,4,4,176,176,0,,,2017-04-10 16:30:46.399792,,,,,,,
Apartamento  em Espinheiro,500000,Residencial,Rua Buenos Aires,Espinheiro,52020180,-8.0479483,-34.8946539,Imobiliária,3,1,118,,1,,,2017-04-10 16:31:04.341523,,,,,,,
Apartamento com piscina e esquina em Boa Viagem,435000,Residencial,Avenida Hélio Falcão,Boa Viagem,51021070,-8.1238437,-34.902778,Imobiliária,3,1,90,90,2,,,2017-04-10 16:31:04.872368,,,,,,,
Apartamento com piscina e churrasqueira em Torre,1200000,Residencial,Rua Real da Torre,Torre,50610000,-14.235004,-51.92528,Imobiliária,4,4,203,,3,,,2017-04-10 16:31:05.596569,,,,,,,
Flat com piscina e sauna em Boa Viagem,280000,Comercial,Rua dos Navegantes,Boa Viagem,51020010,-8.1318176,-34.9003913,Imobiliária,1,1,36,36,1,,,2017-04-10 16:31:06.343909,,,,,,,
Apartamento  em Torre,450000,Residencial,Rua José de Holanda,Torre,50710140,-8.0448964,-34.9083542,Imobiliária,3,1,130,167,1,,,2017-04-10 16:31:06.512257,,,,,,,
Apartamento  em Encruzilhada,315000,Residencial,Rua Larga do Feitosa,Encruzilhada,52030140,-8.0350344,-34.8861394,Imobiliária,3,1,112,112,1,,,2017-04-10 16:31:07.022226,,,,,,,
Apartamento com piscina e playground em Boa Viagem,480000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,89,89,2,,,2017-04-10 16:31:07.041356,,,,,,,
Apartamento  em Boa Viagem,550000,Residencial,"Rua Futuro,Do",Boa Viagem,52050010,-8.1671312,-34.9301274,Imobiliária,4,1,165,,1,,,2017-04-10 16:31:07.579553,,,,,,,
Casa com piscina e churrasqueira em Casa Forte,1400000,Residencial,Rua Dona Rita de Souza,Casa Forte,52061480,-8.0313119,-34.9171198,Imobiliária,4,1,321,450,8,,,2017-04-10 16:31:07.710802,,,,,,,
Apartamento com playground e salão de festas em Espinheiro,750000,Residencial,Rua Rui Calaca,Espinheiro,52020110,-8.0422002,-34.8947487,Imobiliária,4,2,169,,2,,,2017-04-10 16:31:08.179344,,,,,,,
Apartamento  em Boa Viagem,380000,Residencial,Rua França Pereira,Boa Viagem,51111150,-8.1057907,-34.8887162,Imobiliária,2,1,55,,1,,,2017-04-10 16:31:08.281463,,,,,,,
Apartamento com playground e salão de festas em Torre,300000,Residencial,Rua Visconde de Itaparica,Torre,50710090,-8.042424202,-34.909778595,Imobiliária,3,1,60,60,1,,,2017-04-10 16:31:08.942868,,,,,,,
Apartamento com piscina e playground em Encruzilhada,360000,Residencial,Rua Dona Julieta,Encruzilhada,52041550,-8.044832,-34.9108744,Imobiliária,3,1,62,,1,,,2017-04-10 16:31:15.388679,,,,,,,
Apartamento com piscina e sauna em S Jose,2000000,Residencial,Rua de Santa Rita,S Jose,50020320,-8.0713655,-34.8765909,Imobiliária,4,4,240,,3,,,2017-04-10 16:31:09.029008,,,,,,,
Apartamento com piscina em Madalena,620000,Residencial,Rua Januário Barbosa,Madalena,50610060,-8.050732,-34.9059892,Imobiliária,3,1,94,94,2,,,2017-04-10 16:31:09.448272,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,2700000,Residencial,,Boa Viagem,,,,Imobiliária,4,4,464,550,5,,,2017-04-10 16:31:09.687949,,,,,,,
Apartamento com playground e salão de festas em Casa Amarela,273000,Residencial,Rua Major Nereu Guerra,Casa Amarela,52070300,-8.0262206,-34.9134286,Imobiliária,2,1,56,56,1,,,2017-04-10 16:31:09.731348,,,,,,,
Apartamento com piscina e playground em Iputinga,324000,Residencial,Rua Ademar Pires Travassos,Iputinga,50670060,-8.0445036,-34.9375481,Imobiliária,3,1,76,76,1,,,2017-04-10 16:31:10.163060,,,,,,,
Apartamento com piscina e estacionamento visitantes em Rosarinho,510000,Residencial,,Rosarinho,,,,Imobiliária,3,1,69,69,1,,,2017-04-10 16:31:10.861137,,,,,,,
Apartamento com salão de festas em Espinheiro,380000,Residencial,Avenida João de Barros,Espinheiro,52021180,-8.0428698,-34.8907936,Imobiliária,3,1,113,,1,,,2017-04-10 16:31:11.082205,,,,,,,
Apartamento com piscina e playground em Campo Grande,271000,Residencial,Rua Gonçalves Dias,Campo Grande,52031040,-8.0337591,-34.8775291,Imobiliária,2,1,47,47,0,,,2017-04-10 16:31:11.115402,,,,,,,
Apartamento com piscina e playground em Boa Viagem,700000,Residencial,Rua Tenente João Cícero,Boa Viagem,51020190,-14.235004,-51.92528,Imobiliária,3,0,91,,1,,,2017-04-10 16:31:11.694855,,,,,,,
Apartamento com piscina e churrasqueira em Macaxeira,1800000,Residencial,Rua Antonio Batista de Souza,Macaxeira,52071370,-8.0156269073,-34.9339103699,Imobiliária,4,4,200,200,4,,,2017-04-10 16:34:51.299865,,,,,,,
Apartamento com piscina e esquina em Boa Viagem,1380000,Residencial,Rua Francisco da Cunha,Boa Viagem,51020050,-14.235004,-51.92528,Imobiliária,4,3,180,,3,,,2017-04-10 16:31:12.081264,,,,,,,
Apartamento  em Boa Vista,365000,Residencial,Rua Bispo Cardoso Ayres,Boa Vista,50050100,-8.0549422,-34.8852105,Imobiliária,3,1,100,,2,,,2017-04-10 16:31:12.426303,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,614000,Residencial,Avenida Boa Viagem,Boa Viagem,51111000,-14.235004,-51.92528,Imobiliária,2,1,50,,1,,,2017-04-10 16:31:12.494011,,,,,,,
Flat com piscina e sauna em Boa Viagem,480000,Comercial,Av Boa Viagem,Boa Viagem,5101100,-8.1368807,-34.9018421,Pessoa Física,2,1,54,,1,,115,2017-04-10 16:31:12.583784,,,,,,,
Apartamento  em Boa Viagem,1000000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,,,Imobiliária,3,0,170,170,0,,,2017-04-10 16:31:12.955784,,,,,,,
Apartamento  em S Jose,2200000,Residencial,,S Jose,,,,Imobiliária,4,4,247,247,3,,,2017-04-10 16:31:13.141496,,,,,,,
Apartamento com piscina e churrasqueira em Espinheiro,750000,Residencial,Rua Quarenta e Oito,Espinheiro,52050380,-8.0419305,-34.8930823,Imobiliária,4,2,116,116,2,,,2017-04-10 16:31:13.370250,,,,,,,
Apartamento com piscina e playground em Casa Forte,460000,Residencial,"Estrada Encanamento,Do",Casa Forte,52070000,-8.0321707,-34.9133111,Imobiliária,3,1,72,,1,,,2017-04-10 16:31:13.379414,,,,,,,
Apartamento com copa e quadra poliesportiva em Boa Viagem,5500000,Residencial,Avenida Boa Viagem,Boa Viagem,51020000,-8.1121879,-34.8902771,Imobiliária,4,4,452,452,5,,,2017-04-10 16:31:13.417900,,,,,,,
Apartamento  em Boa Viagem,230000,Residencial,Avenida Conselheiro Aguiar,Boa Viagem,51020021,-8.1205388,-34.8975665,Imobiliária,2,0,40,60,1,,,2017-04-10 16:31:13.578246,,,,,,,
Apartamento com piscina e playground em Jaqueira,590000,Residencial,Rua Leonardo Bezerra Cavalcanti,Jaqueira,52060030,-8.0372992,-34.9095993,Imobiliária,3,1,113,113,2,,,2017-04-10 16:31:13.910924,,,,,,,
Apartamento com piscina e churrasqueira em Torre,410000,Residencial,Rua Pio IX,Torre,50710260,-8.044832,-34.9108744,Imobiliária,3,1,60,,1,,,2017-04-10 16:31:13.959280,,,,,,,
Apartamento com salão de festas em Boa Viagem,550000,Residencial,Rua Desem Joao Paes,Boa Viagem,51021360,-8.1261354,-34.9024901,Imobiliária,3,1,110,,1,,,2017-04-10 16:31:13.989414,,,,,,,
Apartamento com piscina e churrasqueira em Boa Vista,1000000,Residencial,Rua da Aurora,Boa Vista,50050000,-8.0593715,-34.8799148,Imobiliária,4,4,173,,3,,,2017-04-10 16:31:14.021983,,,,,,,
Apartamento com salão de festas em Ilha do Retiro,400000,Residencial,Rua Helena de Lemos,Ilha do Retiro,50750630,-8.0642694,-34.9053966,Imobiliária,3,1,125,125,2,,,2017-04-10 16:31:14.127927,,,,,,,
Apartamento com piscina em Boa Viagem,900000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-8.1153022,-34.9006867,Imobiliária,4,2,196,196,3,,,2017-04-10 16:31:14.604621,,,,,,,
Apartamento com salão de festas em Aflitos,330000,Residencial,Avenida Santos Dumont,Aflitos,52050050,-8.0347776,-34.8970716,Imobiliária,2,1,70,,1,,,2017-04-10 16:31:14.747824,,,,,,,
Apartamento com piscina e churrasqueira em Imbiribeira,970000,Residencial,Rua Le Park,Imbiribeira,51160035,-26.9225709,-49.0606445,Imobiliária,4,4,170,170,3,,170,2017-04-10 16:31:14.869631,,,,,,,
Apartamento com piscina e salão de festas em Madalena,610000,Residencial,Não Informado,Madalena,,,,Imobiliária,3,1,86,86,2,,,2017-04-10 16:31:15.005976,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,615000,Residencial,Rua Bruno Veloso,Boa Viagem,51021280,-8.1216006,-34.8986458,Imobiliária,3,1,90,90,2,,,2017-04-10 16:31:15.053869,,,,,,,
Apartamento com playground e salão de festas em Espinheiro,550000,Residencial,Avenida Conselheiro Rosa e Silva,Espinheiro,52050020,-8.0498553,-34.8966256,Imobiliária,3,1,120,120,1,,,2017-04-10 16:31:15.235088,,,,,,,
Apartamento com piscina em Imbiribeira,335000,Residencial,Rua Leonor Soares Pessoa,Imbiribeira,51170600,-8.0967922,-34.9141429,Imobiliária,2,1,61,81,1,,,2017-04-10 16:31:15.420976,,,,,,,
Apartamento com playground e salão de festas em Boa Viagem,777000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1148745,-34.9014517,Imobiliária,3,1,99,99,0,,,2017-04-10 16:31:15.568709,,,,,,,
Apartamento com salão de festas e salão de jogos em Torre,530000,Residencial,Rua Conde de Irajá,Torre,50710310,-14.235004,-51.92528,Imobiliária,3,1,83,,2,,,2017-04-10 16:31:15.629366,,,,,,,
Apartamento  em Casa Amarela,700000,Residencial,,Casa Amarela,,,,Imobiliária,3,1,96,96,2,,,2017-04-10 16:31:15.880327,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,1139000,Residencial,Rua Doutor Pedro de Melo Cahu,Boa Viagem,51020080,-8.110105,-34.8952965,Imobiliária,4,2,162,162,2,,,2017-04-10 16:31:15.934126,,,,,,,
Apartamento com piscina e salão de festas em Madalena,540000,Residencial,,Madalena,50000000,,,Imobiliária,3,1,80,,2,,,2017-04-10 16:31:15.995876,,,,,,,
Apartamento  em Boa Viagem,570000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,106,106,2,,,2017-04-10 16:31:16.015912,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,450000,Residencial,Rua Aviador Severiano Lins,Boa Viagem,51020060,-8.1079906,-34.8930158,Imobiliária,2,0,68,,0,,,2017-04-10 16:31:16.530923,,,,,,,
Apartamento com estacionamento visitantes e playground em Casa Amarela,330000,Residencial,Rua Paula Batista,Casa Amarela,52070070,-8.0274328,-34.9164479,Imobiliária,3,0,79,79,1,,,2017-04-10 16:32:05.600985,,,,,,,
Apartamento com salão de festas em Boa Viagem,380000,Residencial,Rua Barão de Souza Leão,Boa Viagem,51030300,-8.1319724,-34.902101,Imobiliária,3,0,116,185,1,,,2017-04-10 16:31:16.718015,,,,,,,
Apartamento com piscina e churrasqueira em Espinheiro,375000,Residencial,Rua Gomes Pacheco,Espinheiro,52021060,-8.0403067,-34.8878317,Imobiliária,3,1,60,,1,,111,2017-04-10 16:31:16.727894,,,,,,,
Apartamento  em Casa Forte,950000,Residencial,Rua Visconde de Ouro Preto,Casa Forte,52061430,-8.0340091,-34.9203518,Imobiliária,4,2,176,176,2,,,2017-04-10 16:31:27.869755,,,,,,,
Apartamento com piscina e frente para o mar em Boa Viagem,1100000,Residencial,Rua Mario Souto Maior,Boa Viagem,51030310,-8.1407941,-34.9069643,Imobiliária,4,2,128,,2,,2108,2017-04-10 16:31:28.005890,,,,,,,
Apartamento  em Boa Viagem,570000,Residencial,Rua Tenente João Cícero,Boa Viagem,51020190,-8.1128215,-34.894911,Imobiliária,3,1,75,75,1,,,2017-04-10 16:31:34.974011,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,535000,Residencial,,Casa Amarela,,,,Imobiliária,3,1,76,76,2,,,2017-04-10 16:31:43.480100,,,,,,,
Apartamento com playground e salão de festas em Tamarineira,1650000,Residencial,Rua Ricardo Hardman,Tamarineira,,,,Imobiliária,4,4,188,188,3,,,2017-04-10 16:31:43.623886,,,,,,,
Apartamento com piscina e playground em Aflitos,420000,Residencial,Rua da Angustura,Aflitos,52050340,-8.0416535,-34.8961738,Imobiliária,3,1,78,78,1,,,2017-04-10 16:31:43.739790,,,,,,,
Apartamento com playground e salão de festas em Madalena,400000,Residencial,Rua Bráulio Gonçalves,Madalena,50720605,-8.0569799,-34.9030698,Imobiliária,3,1,57,57,1,,,2017-04-10 16:31:44.283464,,,,,,,
Apartamento  em Boa Viagem,1300000,Residencial,,Boa Viagem,,,,Imobiliária,4,3,226,246,0,,,2017-04-10 16:31:44.416782,,,,,,,
Apartamento com salão de festas em Torre,455000,Residencial,Rua Conde de Irajá,Torre,50710310,-8.0458109,-34.9052223,Imobiliária,3,1,74,74,1,,,2017-04-10 16:31:44.559958,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,1200000,Residencial,Rua Ana Camelo da Silva,Boa Viagem,51111040,-8.1080161,-34.8924935,Imobiliária,4,2,170,170,0,,,2017-04-10 16:31:44.889170,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,1000000,Residencial,Avenida Gal Mac Arthur,Boa Viagem,51150400,-8.1095767,-34.9086507,Imobiliária,4,4,140,,2,,,2017-04-10 16:31:45.173748,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,950000,Residencial,Rua Aquidabã,Boa Viagem,51030280,-8.1336934,-34.9012017,Imobiliária,3,2,146,146,2,,,2017-04-10 16:31:45.475191,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,370000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,2,1,50,50,1,,,2017-04-10 16:31:45.506857,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,303800,Residencial,,Boa Viagem,,,,Imobiliária,2,1,46,46,1,,,2017-04-10 16:31:45.862544,,,,,,,
Apartamento com piscina e frente para o mar em Boa Viagem,2600000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1315206,-34.8996943,Imobiliária,4,4,217,217,3,,,2017-04-10 16:31:46.309064,,,,,,,
Apartamento com piscina em Campo Grande,250791,Residencial,Rua Oliveira Fonseca,Campo Grande,52040250,-8.0297976,-34.8798275,Imobiliária,2,1,55,55,1,,,2017-04-10 16:31:46.316796,,,,,,,
Apartamento com piscina e churrasqueira em Poco da Panela,900000,Residencial,Rua Tapacurá,Poco da Panela,52061140,-8.0317688,-34.9262644,Imobiliária,4,2,140,140,2,,,2017-04-10 16:31:47.982190,,,,,,,
Apartamento com piscina e playground em Madalena,649999,Residencial,Rua Profa Anunciada da Rocha Melo,Madalena,50710390,-8.0483806,-34.9083796,Imobiliária,4,2,110,110,2,,,2017-04-10 16:31:46.488419,,,,,,,
Apartamento  em Boa Viagem,1072000,Residencial,,Boa Viagem,,,,Imobiliária,4,2,124,124,2,,,2017-04-10 16:31:46.830847,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,1100000,Residencial,Rua Antônio Lumack do Monte,Boa Viagem,51020350,-8.1177759171,-34.9024047852,Imobiliária,3,1,105,105,2,,,2017-04-10 16:31:47.130115,,,,,,,
Apartamento com frente para o mar e copa em Boa Viagem,2300000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1361284,-34.9017187,Imobiliária,4,2,210,210,3,,,2017-04-10 16:31:47.197483,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,1000000,Residencial,Rua dos Navegantes,Boa Viagem,51020011,-8.1153753,-34.8930589,Imobiliária,3,2,94,94,2,,,2017-04-10 16:31:47.312376,,,,,,,
Apartamento com frente para o mar e salão de festas em Aflitos,640000,Residencial,Rua Desem Martins Pereira,Aflitos,52050220,-8.0377128,-34.8999689,Imobiliária,3,1,124,,1,,1370,2017-04-10 16:31:47.464491,,,,,,,
Apartamento com piscina e copa em Torre,530000,Residencial,Rua Major Quinteiro,Torre,50711150,-26.9225709,-49.0606445,Imobiliária,3,1,88,,2,,,2017-04-10 16:31:47.722387,,,,,,,
Apartamento com piscina e churrasqueira em Torre,281036,Residencial,Rua Horácio Cahu,Torre,50710280,-8.0459468,-34.9125716,Imobiliária,2,1,53,53,2,,,2017-04-10 16:31:47.761836,,,,,,,
Apartamento com piscina em Boa Viagem,2000000,Residencial,,Boa Viagem,,,,Imobiliária,4,4,324,355,0,,,2017-04-10 16:31:48.025494,,,,,,,
Apartamento  em Boa Viagem,2950000,Residencial,,Boa Viagem,,,,Imobiliária,4,4,187,187,3,,,2017-04-10 16:31:48.413602,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,2100000,Residencial,Rua Frei Leandro,Boa Viagem,51011600,-8.1028896,-34.8865463,Imobiliária,4,4,220,220,3,,,2017-04-10 16:31:48.614760,,,,,,,
Apartamento com copa e salão de festas em Parnamirim,890000,Residencial,Rua Astronauta Neil Armstrong,Parnamirim,52060170,-8.0298775,-34.9100784,Imobiliária,4,2,208,208,2,,,2017-04-10 16:31:48.632564,,,,,,,
Apartamento com salão de festas em Boa Viagem,760000,Residencial,Rua Professor José Brandão,Boa Viagem,51020180,-8.1119587,-34.8943259,Imobiliária,3,1,80,130,2,,,2017-04-10 16:31:48.650655,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,680000,Residencial,Rua Altino,Madalena,52070006,-8.0268139,-34.9244386,Imobiliária,3,1,102,,2,,,2017-04-10 16:31:49.147928,,,,,,,
Flat com piscina e churrasqueira em Boa Viagem,189000,Comercial,Rua Coronel Anízio Rodrigues Coelho,Boa Viagem,51021130,-14.235004,-51.92528,Imobiliária,1,0,25,,1,,100,2017-04-10 16:31:49.280099,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,320000,Residencial,Não Informado,Madalena,,,,Imobiliária,3,1,57,57,1,,,2017-04-10 16:31:49.431643,,,,,,,
Apartamento com piscina e esquina em Casa Forte,1500000,Residencial,Rua Jorge de Albuquerque,Casa Forte,52061100,-8.0296496,-34.9259304,Imobiliária,4,4,200,,3,,,2017-04-10 16:31:49.440203,,,,,,,
Apartamento com piscina e campo de futebol em Casa Amarela,835000,Residencial,"Estrada Ubaias,Das",Casa Amarela,52061080,-8.035595,-34.9217169,Imobiliária,4,2,128,,2,,,2017-04-10 16:31:49.821123,,,,,,,
Apartamento  em Caxanga,335000,Residencial,Rua Vicente Zírpoli,Caxanga,50800230,-8.0309232,-34.9526212,Imobiliária,2,1,52,60,1,,,2017-04-10 16:31:49.828657,,,,,,,
Apartamento com piscina e frente para o mar em Boa Viagem,2700000,Residencial,Avenida Boa Viagem,Boa Viagem,51020001,-8.1176538467,-34.8935890198,Imobiliária,4,4,357,357,3,,,2017-04-10 16:32:05.200638,,,,,,,
Apartamento com piscina e playground em Tamarineira,630000,Residencial,Rua Mário Bhering,Tamarineira,52110090,,,Imobiliária,4,3,107,107,3,,,2017-04-10 16:32:05.753210,,,,,,,
Apartamento com piscina e churrasqueira em Tamarineira,240000,Residencial,Rua José Carvalheira,Tamarineira,52051060,-8.0315559,-34.9042646,Imobiliária,1,0,43,43,1,,,2017-04-10 16:32:05.944975,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,850000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,4,1,155,155,3,,,2017-04-10 16:32:06.277264,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,520000,Residencial,Avenida Santos Dumont,Rosarinho,52050050,-8.0366167,-34.8977343,Imobiliária,3,1,100,,2,,200,2017-04-10 16:32:06.409911,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,377000,Residencial,Rua Conselheiro Nabuco,Casa Amarela,52070010,-26.9225709,-49.0606445,Imobiliária,2,1,54,,1,,,2017-04-10 16:32:06.621845,,,,,,,
Apartamento com piscina e sauna em Madalena,520000,Residencial,Rua Januário Barbosa,Madalena,50610060,-8.0506181717,-34.9064064026,Imobiliária,3,1,100,100,1,,,2017-04-10 16:32:06.725490,,,,,,,
Conjunto Comercial/Sala com estacionamento visitantes em Ilha do Leite,380000,Comercial,Praça Miguel de Cervantes,Ilha do Leite,50070520,-8.066570282,-34.8936424255,Imobiliária,0,0,44,44,1,,,2017-04-10 16:32:06.962508,,,,,,,
Apartamento com piscina e churrasqueira em Tamarineira,297000,Residencial,Rua Gomes Coutinho,Tamarineira,52051130,-8.0281027,-34.9051948,Imobiliária,3,1,58,58,1,,,2017-04-10 16:32:07.281765,,,,,,,
Apartamento com piscina e sauna em Boa Vista,1190533,Residencial,,Boa Vista,,,,Imobiliária,4,4,180,180,3,,,2017-04-10 16:32:07.311868,,,,,,,
Apartamento  em Campo Grande,380000,Residencial,Rua Jeronimo Vilela,Campo Grande,52040180,-8.0310687,-34.8814487,Imobiliária,3,1,92,,1,,,2017-04-10 16:32:07.414096,,,,,,,
Apartamento  em Torre,370000,Residencial,Rua Real da Torre,Torre,50710100,-8.045011,-34.9099178,Imobiliária,3,1,100,,1,,,2017-04-10 16:32:07.555178,,,,,,,
Loteamento/Condomínio  em Torreao,1600000,Comercial,Rua Dom João Costa,Torreao,52030220,-8.0394778,-34.885499,Imobiliária,0,0,,980,0,,,2017-04-10 16:32:07.824753,,,,,,,
Apartamento com piscina e playground em Casa Amarela,570000,Residencial,Rua Rodrigues 7,Casa Amarela,52051230,-8.0402882,-34.8865914,Imobiliária,3,1,88,,2,,,2017-04-10 16:32:08.021417,,,,,,,
Loteamento/Condomínio  em Sto Amaro,300000,Comercial,Rua Dom Pedro Henrique,Sto Amaro,50050150,-8.0518462,-34.8885487,Imobiliária,0,0,,230,0,,,2017-04-10 16:32:08.180219,,,,,,,
Apartamento  em Torre,280000,Residencial,Rua Pio IX,Torre,50710115,-8.0480715,-34.910623,Imobiliária,2,1,65,,1,,,2017-04-10 16:32:08.207125,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,790000,Residencial,Rua Nossa Senhora da Pompéia,Rosarinho,52041160,-8.0475622,-34.8769643,Imobiliária,4,4,150,150,2,,,2017-04-10 16:32:08.566861,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,950000,Residencial,Rua Monsenhor Silva,Boa Viagem,50610360,-8.0494687,-34.9110211,Imobiliária,4,4,157,157,3,,,2017-04-10 16:32:09.076192,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,490000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,3,1,87,87,1,,,2017-04-10 16:32:09.094536,,,,,,,
Apartamento com salão de festas em Tamarineira,290000,Residencial,Rua Desembargador Edmundo Jordão,Tamarineira,52051070,-8.0297667,-34.9028766,Imobiliária,3,1,58,58,1,,,2017-04-10 16:32:09.196905,,,,,,,
Conjunto Comercial/Sala com estacionamento visitantes em Ilha do Leite,290000,Comercial,Praça Miguel de Cervantes,Ilha do Leite,50070520,-8.066570282,-34.8936424255,Imobiliária,0,0,45,45,1,,,2017-04-10 16:32:09.208853,,,,,,,
Apartamento  em Torre,420000,Residencial,Rua Jose de Holanda,Torre,50710140,-8.0475458,-34.8769621,Imobiliária,3,1,110,,1,,,2017-04-10 16:32:09.533945,,,,,,,
Terreno padrão  em Curado,270000,Comercial,,Curado,54000000,,,Imobiliária,0,0,,729,0,,,2017-04-10 16:32:09.767673,,,,,,,
Apartamento  em Torre,255000,Residencial,,Torre,50000000,,,Imobiliária,3,0,120,,2,,,2017-04-10 16:32:09.827741,,,,,,,
